question,start,end
what is the status of my Basic Cloud Scale Unit add in for Dynamics 365 Supply Chain Management license,25,95
what is the status of my Basic Cloud Scale Unit Overage license,25,55
what is the status of my Standard Cloud Scale Unit add in for Dynamics 365 Supply Chain Management license,25,98
what is the status of my Dynamics 365 Supply Chain Management Attach to Qualifying Dynamics 365 Base Offer license,25,106
what is the status of my Dynamics 365 Supply Chain Management license,25,61
what is the status of my Dynamics 365 Team Members for Migration license,25,64
what is the status of my Dynamics 365 Team Members license,25,50
what is the status of my Dynamics 365 Commerce Ratings and Reviews license,25,66
what is the status of my Dynamics 365 Commerce Scale Unit Basic Cloud license,25,69
what is the status of my Dynamics 365 Commerce Scale Unit Standard Cloud license,25,72
what is the status of my Dynamics 365 Commerce Scale Unit Premium Cloud license,25,71
what is the status of my Dynamics 365 Commerce Recommendations license,25,62
what is the status of my Enterprise Mobility Security E3 license,25,56
what is the status of my Enterprise Mobility Security E5 license,25,56
what is the status of my Exchange Online Plan 1 license,25,47
what is the status of my Exchange Online Plan 2 license,25,47
what is the status of my Exchange Online Archiving for Exchange Online license,25,70
what is the status of my Exchange Online Archiving for Exchange Server license,25,70
what is the status of my Exchange Online Kiosk license,25,46
what is the status of my Exchange Online Protection license,25,51
what is the status of my Extra Graph Connector Capacity license,25,55
what is the status of my Sensor Data Intelligence Additional Machines Add in for Dynamics 365 Supply Chain Management license,25,117
what is the status of my Sensor Data Intelligence Scenario Add in for Dynamics 365 Supply Chain Management license,25,106
what is the status of my Microsoft 365 Apps for business license,25,56
what is the status of my Microsoft 365 Apps for enterprise license,25,58
what is the status of my Operator Connect Conferencing license,25,54
what is the status of my Extended Dial out Minutes to USA CAN license,25,61
what is the status of my Microsoft 365 Audio Conferencing license,25,57
what is the status of my Microsoft 365 Business Basic license,25,53
what is the status of my Microsoft 365 Business Premium license,25,55
what is the status of my Microsoft 365 Business Standard license,25,56
what is the status of my Microsoft 365 Business Voice without Calling Plan for US license,25,81
what is the status of my Microsoft 365 Business Voice US license,25,56
what is the status of my Microsoft 365 Domestic and International Calling Plan license,25,78
what is the status of my Microsoft 365 Domestic Calling Plan license,25,60
what is the status of my Microsoft 365 E3 Unattended License license,25,60
what is the status of my Microsoft 365 E3 license,25,41
what is the status of my Microsoft 365 E5 license,25,41
what is the status of my Compliance Manager Premium Assessment Add On license,25,69
what is the status of my Microsoft 365 E5 Compliance license,25,52
what is the status of my Microsoft 365 E5 eDiscovery and Audit license,25,62
what is the status of my Microsoft 365 E5 Information Protection and Governance license,25,79
what is the status of my Microsoft 365 E5 Insider Risk Management license,25,65
what is the status of my Microsoft 365 E5 Security license,25,50
what is the status of my Microsoft 365 F1 license,25,41
what is the status of my Microsoft 365 F5 Security Compliance Add on license,25,68
what is the status of my Microsoft 365 F5 Security Add on license,25,57
what is the status of my Microsoft 365 F5 Compliance Add on license,25,59
what is the status of my Microsoft 365 F3 license,25,41
what is the status of my Microsoft 365 International Calling Plan for SMB license,25,73
what is the status of my Microsoft Defender for Cloud Apps App Governance Add On license,25,80
what is the status of my DO NOT USE Microsoft Defender for Cloud Apps App Governance license,25,84
what is the status of my Microsoft Defender for Endpoint P1 license,25,59
what is the status of my Microsoft Defender for Endpoint Server license,25,63
what is the status of my Microsoft Defender for Endpoint P2 license,25,59
what is the status of my Microsoft Defender for Identity license,25,56
what is the status of my Microsoft Defender for Office 365 Plan 1 license,25,65
what is the status of my Microsoft Defender for Office 365 Plan 2 license,25,65
what is the status of my Microsoft Intune license,25,41
what is the status of my Microsoft Intune Storage Add on license,25,56
what is the status of my Microsoft Intune Device license,25,48
what is the status of my Microsoft Stream Plan 2 for Office 365 Add On license,25,70
what is the status of my Microsoft Stream Storage Add On 500 GB license,25,63
what is the status of my Microsoft Teams Essentials AAD Identity license,25,64
what is the status of my Microsoft Teams Phone Standard license,25,55
what is the status of my Microsoft Teams Phone Standard Virtual User license,25,68
what is the status of my Teams Phone with Calling Plan license,25,54
what is the status of my Microsoft Teams Rooms Standard license,25,55
what is the status of my Microsoft Teams Rooms Standard without Audio Conferencing license,25,82
what is the status of my Microsoft Viva license,25,39
what is the status of my Microsoft Viva Insights Capacity license,25,57
what is the status of my Microsoft Viva Insights license,25,48
what is the status of my Microsoft Viva Topics license,25,46
what is the status of my Office 365 Data Loss Prevention license,25,56
what is the status of my Office 365 E1 license,25,38
what is the status of my Office 365 E3 license,25,38
what is the status of my Office 365 E5 without Audio Conferencing license,25,65
what is the status of my Office 365 E5 license,25,38
what is the status of my Office 365 Extra File Storage license,25,54
what is the status of my Office 365 F3 license,25,38
what is the status of my OneDrive for business Plan 1 license,25,53
what is the status of my OneDrive for business Plan 2 license,25,53
what is the status of my Power Platform Requests add on license,25,55
what is the status of my Power Apps per app plan 1 app or portal license,25,64
what is the status of my Power Apps per app plan license,25,48
what is the status of my Power Apps per user plan license,25,49
what is the status of my Power Apps Portals login capacity add on Tier 3 50 unit min license,25,84
what is the status of my Power Apps Portals login capacity add on Tier 2 10 unit min license,25,84
what is the status of my Power Apps Portals login capacity add on license,25,65
what is the status of my Power Apps Portals page view capacity add on license,25,69
what is the status of my Power Automate per flow plan license,25,53
what is the status of my Power Automate per user plan license,25,53
what is the status of my Power Automate per user with attended RPA plan license,25,71
what is the status of my Power Automate unattended RPA add on license,25,61
what is the status of my Power BI Premium Per User license,25,50
what is the status of my Power BI Premium Per User Add On license,25,57
what is the status of my Power BI Premium P4 license,25,44
what is the status of my Power BI Premium P3 license,25,44
what is the status of my Power BI Premium P1 license,25,44
what is the status of my Power BI Premium P2 license,25,44
what is the status of my Power BI Premium P5 license,25,44
what is the status of my Power BI Pro license,25,37
what is the status of my Power Virtual Agent license,25,44
what is the status of my Power Virtual Agent User License license,25,57
what is the status of my Pro Direct Support for Dynamics 365 Operations license,25,71
what is the status of my Project Online Essentials license,25,50
what is the status of my Project Plan 1 license,25,39
what is the status of my Project Plan 3 license,25,39
what is the status of my Project Plan 5 license,25,39
what is the status of my Scheduler license,25,34
what is the status of my SharePoint Plan 1 license,25,42
what is the status of my SharePoint Plan 2 license,25,42
what is the status of my SharePoint Syntex license,25,42
what is the status of my Skype for Business Plus CAL license,25,52
what is the status of my Teams Rooms Premium without Audio Conferencing license,25,71
what is the status of my Teams Rooms Premium USA CAN license,25,52
what is the status of my Teams Rooms Premium license,25,44
what is the status of my Universal Print Additional Capacity 10k Windows license,25,72
what is the status of my Universal Print license,25,40
what is the status of my Universal Print volume add on 500 jobs Windows license,25,71
what is the status of my Universal Print Additional Capacity 10K license,25,64
what is the status of my Universal Print volume add on 500 jobs Microsoft 365 license,25,77
what is the status of my Visio Plan 1 license,25,37
what is the status of my Visio Plan 2 license,25,37
what is the status of my Microsoft Viva Learning license,25,48
what is the status of my Windows 10 11 Enterprise E3 license,25,52
what is the status of my Windows 10 11 Enterprise E3 VDA license,25,56
what is the status of my Windows 10 11 Enterprise E5 license,25,52
what is the status of my Windows 365 Business 4 vCPU 16 GB 256 GB license,25,65
what is the status of my Windows 365 Business 4 vCPU 16 GB 128 GB license,25,65
what is the status of my Windows 365 Business 2 vCPU 8 GB 256 GB license,25,64
what is the status of my Windows 365 Business 2 vCPU 8 GB 128 GB license,25,64
what is the status of my Windows 365 Business 2 vCPU 4 GB 256 GB license,25,64
what is the status of my Windows 365 Business 2 vCPU 4 GB 128 GB license,25,64
what is the status of my Windows 365 Business 2 vCPU 4 GB 64 GB license,25,63
what is the status of my Windows 365 Business 8 vCPU 32 GB 128 GB license,25,65
what is the status of my Windows 365 Business 8 vCPU 32 GB 256 GB license,25,65
what is the status of my Windows 365 Business 8 vCPU 32 GB 512 GB license,25,65
what is the status of my Windows 365 Business 4 vCPU 16 GB 512 GB license,25,65
what is the status of my Windows 365 Business 8 vCPU 32 GB 256 GB with Windows Hybrid Benefit license,25,93
what is the status of my Windows 365 Business 8 vCPU 32 GB 128 GB with Windows Hybrid Benefit license,25,93
what is the status of my Windows 365 Business 2 vCPU 4 GB 256 GB with Windows Hybrid Benefit license,25,92
what is the status of my Windows 365 Business 2 vCPU 4 GB 64 GB with Windows Hybrid Benefit license,25,91
what is the status of my Windows 365 Business 4 vCPU 16 GB 128 GB with Windows Hybrid Benefit license,25,93
what is the status of my Windows 365 Business 4 vCPU 16 GB 256 GB with Windows Hybrid Benefit license,25,93
what is the status of my Windows 365 Business 4 vCPU 16 GB 512 GB with Windows Hybrid Benefit license,25,93
what is the status of my Windows 365 Business 2 vCPU 4 GB 128 GB with Windows Hybrid Benefit license,25,92
what is the status of my Windows 365 Business 2 vCPU 8 GB 128 GB with Windows Hybrid Benefit license,25,92
what is the status of my Windows 365 Business 2 vCPU 8 GB 256 GB with Windows Hybrid Benefit license,25,92
what is the status of my Windows 365 Business 8 vCPU 32 GB 512 GB with Windows Hybrid Benefit license,25,93
what is the status of my Windows 365 Enterprise 8 vCPU 32 GB 128 GB license,25,67
what is the status of my Windows 365 Enterprise 4 vCPU 16 GB 128 GB license,25,67
what is the status of my Windows 365 Enterprise 8 vCPU 32 GB 512 GB license,25,67
what is the status of my Windows 365 Enterprise 4 vCPU 16 GB 512 GB license,25,67
what is the status of my Windows 365 Enterprise 8 vCPU 32 GB 256 GB license,25,67
what is the status of my Windows 365 Enterprise 4 vCPU 16 GB 256 GB license,25,67
what is the status of my Windows 365 Enterprise 2 vCPU 8 GB 256 GB license,25,66
what is the status of my Windows 365 Enterprise 2 vCPU 8 GB 128 GB license,25,66
what is the status of my Windows 365 Enterprise 2 vCPU 4 GB 256 GB license,25,66
what is the status of my Windows 365 Enterprise 2 vCPU 4 GB 128 GB license,25,66
what is the status of my Windows 365 Enterprise 2 vCPU 4 GB 64 GB license,25,65
what is the status of my Windows 365 Enterprise 1 vCPU 2 GB 64 GB license,25,65
